Call Date,Custom Grouping,counts
05/03/2018,Chemical / Electrical,11
05/03/2018,Fire,164
05/03/2018,Medical,640
05/03/2018,Misc Emergency,25
05/03/2018,Various Other,14
05/03/2019,Aid Other Agency,9
05/03/2019,Chemical / Electrical,8
05/03/2019,Fire,207
05/03/2019,Medical,659
05/03/2019,Misc Emergency,40
05/03/2019,Rescue,3
05/03/2019,Various Other,10
05/04/2010,Aid Other Agency,20
05/04/2010,Chemical / Electrical,12
05/04/2010,Fire,175
05/04/2010,Medical,455
05/04/2010,Misc Emergency,33
05/04/2010,Various Other,11
05/04/2011,Aid Other Agency,15
05/04/2011,Chemical / Electrical,28
05/04/2011,Fire,224
05/04/2011,Medical,577
05/04/2011,Misc Emergency,45
05/04/2011,Rescue,18
05/04/2011,Various Other,15
05/04/2012,Aid Other Agency,9
05/04/2012,Chemical / Electrical,10
05/04/2012,Fire,152
05/04/2012,Medical,564
05/04/2012,Misc Emergency,42
05/04/2012,Rescue,23
05/04/2012,Various Other,7
05/04/2013,Aid Other Agency,15
05/04/2013,Chemical / Electrical,18
05/04/2013,Fire,181
05/04/2013,Medical,635
05/04/2013,Misc Emergency,37
05/04/2013,Rescue,3
05/04/2013,Various Other,8
05/04/2014,Aid Other Agency,6
05/04/2014,Chemical / Electrical,12
05/04/2014,Fire,159
05/04/2014,Medical,512
05/04/2014,Misc Emergency,9
05/04/2014,Various Other,9
05/04/2015,Aid Other Agency,10
05/04/2015,Chemical / Electrical,6
05/04/2015,Fire,180
05/04/2015,Medical,542
05/04/2015,Misc Emergency,36
05/04/2015,Rescue,3
05/04/2015,Various Other,9
05/04/2016,Aid Other Agency,17
05/04/2016,Chemical / Electrical,8
05/04/2016,Fire,152
05/04/2016,Medical,568
05/04/2016,Misc Emergency,26
05/04/2016,Rescue,1
05/04/2016,Various Other,11
05/04/2017,Aid Other Agency,13
05/04/2017,Chemical / Electrical,9
05/04/2017,Fire,143
05/04/2017,Medical,657
05/04/2017,Misc Emergency,22
05/04/2017,Various Other,6
05/04/2018,Aid Other Agency,4
05/04/2018,Chemical / Electrical,16
05/04/2018,Fire,213
05/04/2018,Medical,639
05/04/2018,Misc Emergency,17
05/04/2018,Rescue,25
05/04/2018,Various Other,6
05/04/2019,Aid Other Agency,12
05/04/2019,Chemical / Electrical,8
05/04/2019,Fire,195
05/04/2019,Medical,614
05/04/2019,Misc Emergency,49
05/04/2019,Rescue,6
05/04/2019,Various Other,7
05/05/2010,Aid Other Agency,28
05/05/2010,Chemical / Electrical,4
05/05/2010,Fire,141
05/05/2010,Medical,485
05/05/2010,Misc Emergency,47
05/05/2010,Rescue,1
05/05/2010,Various Other,7
05/05/2011,Aid Other Agency,17
05/05/2011,Chemical / Electrical,6
05/05/2011,Fire,169
05/05/2011,Medical,488
05/05/2011,Misc Emergency,38
05/05/2011,Rescue,1
05/05/2011,Various Other,9
05/05/2012,Aid Other Agency,6
05/05/2012,Chemical / Electrical,10
05/05/2012,Fire,222
05/05/2012,Medical,576
05/05/2012,Misc Emergency,46
05/05/2012,Rescue,46
05/05/2012,Various Other,7
05/05/2013,Aid Other Agency,7
05/05/2013,Chemical / Electrical,3
05/05/2013,Fire,276
05/05/2013,Medical,455
05/05/2013,Misc Emergency,28
05/05/2013,Rescue,2
05/05/2013,Various Other,8
05/05/2014,Aid Other Agency,16
05/05/2014,Chemical / Electrical,1
05/05/2014,Fire,151
05/05/2014,Medical,603
05/05/2014,Misc Emergency,33
05/05/2014,Rescue,2
05/05/2014,Various Other,15
05/05/2015,Aid Other Agency,15
05/05/2015,Chemical / Electrical,14
05/05/2015,Fire,134
05/05/2015,Medical,603
05/05/2015,Misc Emergency,18
05/05/2015,Rescue,2
05/05/2015,Various Other,13
05/05/2016,Aid Other Agency,19
05/05/2016,Chemical / Electrical,22
05/05/2016,Fire,188
05/05/2016,Medical,543
05/05/2016,Misc Emergency,25
05/05/2016,Rescue,5
05/05/2016,Various Other,16
05/05/2017,Aid Other Agency,1
05/05/2017,Chemical / Electrical,13
05/05/2017,Fire,186
05/05/2017,Medical,616
05/05/2017,Misc Emergency,44
05/05/2017,Rescue,1
05/05/2017,Various Other,10
05/05/2018,Aid Other Agency,7
05/05/2018,Chemical / Electrical,4
05/05/2018,Fire,136
05/05/2018,Medical,573
05/05/2018,Misc Emergency,39
05/05/2018,Rescue,16
05/05/2018,Various Other,7
05/05/2019,Aid Other Agency,6
05/05/2019,Chemical / Electrical,10
05/05/2019,Fire,141
05/05/2019,Medical,560
05/05/2019,Misc Emergency,39
05/05/2019,Rescue,6
05/05/2019,Various Other,12
05/06/2010,Aid Other Agency,8
05/06/2010,Chemical / Electrical,6
05/06/2010,Fire,171
05/06/2010,Medical,480
05/06/2010,Misc Emergency,28
05/06/2010,Rescue,1
05/06/2010,Various Other,4
05/06/2011,Aid Other Agency,9
05/06/2011,Chemical / Electrical,7
05/06/2011,Fire,154
05/06/2011,Medical,515
05/06/2011,Misc Emergency,56
05/06/2011,Rescue,11
05/06/2011,Various Other,18
05/06/2012,Aid Other Agency,10
05/06/2012,Chemical / Electrical,5
05/06/2012,Fire,172
05/06/2012,Medical,495
05/06/2012,Misc Emergency,44
05/06/2012,Rescue,10
05/06/2012,Various Other,11
05/06/2013,Aid Other Agency,13
05/06/2013,Chemical / Electrical,6
05/06/2013,Fire,177
05/06/2013,Medical,601
05/06/2013,Misc Emergency,46
05/06/2013,Rescue,7
05/06/2013,Various Other,13
05/06/2014,Aid Other Agency,8
05/06/2014,Chemical / Electrical,21
05/06/2014,Fire,189
05/06/2014,Medical,483
05/06/2014,Misc Emergency,30
05/06/2014,Rescue,1
05/06/2014,Various Other,4
05/06/2015,Aid Other Agency,7
05/06/2015,Chemical / Electrical,4
05/06/2015,Fire,211
05/06/2015,Medical,552
05/06/2015,Misc Emergency,40
05/06/2015,Various Other,5
05/06/2016,Aid Other Agency,6
05/06/2016,Chemical / Electrical,11
05/06/2016,Fire,196
05/06/2016,Medical,538
05/06/2016,Misc Emergency,37
05/06/2016,Rescue,2
05/06/2016,Various Other,9
05/06/2017,Aid Other Agency,8
05/06/2017,Chemical / Electrical,10
05/06/2017,Fire,156
05/06/2017,Medical,630
05/06/2017,Misc Emergency,19
05/06/2017,Rescue,32
05/06/2017,Various Other,13
05/06/2018,Aid Other Agency,12
05/06/2018,Chemical / Electrical,3
05/06/2018,Fire,198
05/06/2018,Medical,676
05/06/2018,Misc Emergency,34
05/06/2018,Rescue,2
05/06/2018,Various Other,11
05/06/2019,Aid Other Agency,13
05/06/2019,Chemical / Electrical,6
05/06/2019,Fire,153
05/06/2019,Medical,566
05/06/2019,Misc Emergency,31
05/06/2019,Rescue,2
05/06/2019,Various Other,9
05/07/2010,Aid Other Agency,14
05/07/2010,Chemical / Electrical,3
05/07/2010,Fire,161
05/07/2010,Medical,489
05/07/2010,Misc Emergency,31
05/07/2010,Rescue,1
05/07/2010,Various Other,4
05/07/2011,Aid Other Agency,16
05/07/2011,Chemical / Electrical,3
05/07/2011,Fire,160
05/07/2011,Medical,413
05/07/2011,Misc Emergency,28
05/07/2011,Rescue,1
05/07/2011,Various Other,13
05/07/2012,Aid Other Agency,15
05/07/2012,Chemical / Electrical,14
05/07/2012,Fire,131
05/07/2012,Medical,529
05/07/2012,Misc Emergency,58
05/07/2012,Rescue,23
05/07/2012,Various Other,10
05/07/2013,Aid Other Agency,14
05/07/2013,Chemical / Electrical,9
05/07/2013,Fire,110
05/07/2013,Medical,519
05/07/2013,Misc Emergency,23
05/07/2013,Rescue,3
05/07/2013,Various Other,11
05/07/2014,Aid Other Agency,3
05/07/2014,Chemical / Electrical,7
05/07/2014,Fire,229
05/07/2014,Medical,425
05/07/2014,Misc Emergency,28
05/07/2014,Rescue,2
05/07/2014,Various Other,5
05/07/2015,Aid Other Agency,7
05/07/2015,Chemical / Electrical,9
05/07/2015,Fire,179
05/07/2015,Medical,604
05/07/2015,Misc Emergency,28
05/07/2015,Rescue,3
05/07/2015,Various Other,8
05/07/2016,Aid Other Agency,6
05/07/2016,Chemical / Electrical,6
05/07/2016,Fire,154
05/07/2016,Medical,566
05/07/2016,Misc Emergency,23
05/07/2016,Various Other,7
05/07/2017,Aid Other Agency,13
05/07/2017,Chemical / Electrical,12
05/07/2017,Fire,159
05/07/2017,Medical,564
05/07/2017,Misc Emergency,49
05/07/2017,Rescue,19
05/07/2017,Various Other,15
05/07/2018,Aid Other Agency,5
05/07/2018,Chemical / Electrical,10
05/07/2018,Fire,192
05/07/2018,Medical,602
05/07/2018,Misc Emergency,43
05/07/2018,Rescue,1
05/07/2018,Various Other,21
05/07/2019,Aid Other Agency,11
05/07/2019,Chemical / Electrical,8
05/07/2019,Fire,144
05/07/2019,Medical,637
05/07/2019,Misc Emergency,15
05/07/2019,Rescue,1
05/07/2019,Various Other,6
05/08/2010,Aid Other Agency,8
05/08/2010,Chemical / Electrical,3
05/08/2010,Fire,185
05/08/2010,Medical,556
05/08/2010,Misc Emergency,41
05/08/2010,Rescue,2
05/08/2010,Various Other,6
05/08/2011,Chemical / Electrical,8
05/08/2011,Fire,182
05/08/2011,Medical,466
05/08/2011,Misc Emergency,23
05/08/2011,Various Other,12
05/08/2012,Aid Other Agency,7
05/08/2012,Chemical / Electrical,11
05/08/2012,Fire,209
05/08/2012,Medical,426
05/08/2012,Misc Emergency,29
05/08/2012,Rescue,2
05/08/2012,Various Other,14
05/08/2013,Aid Other Agency,6
05/08/2013,Chemical / Electrical,2
05/08/2013,Fire,207
05/08/2013,Medical,466
05/08/2013,Misc Emergency,28
05/08/2013,Various Other,12
05/08/2014,Aid Other Agency,17
05/08/2014,Chemical / Electrical,11
05/08/2014,Fire,173
05/08/2014,Medical,520
05/08/2014,Misc Emergency,36
05/08/2014,Rescue,2
05/08/2014,Various Other,9
05/08/2015,Aid Other Agency,10
05/08/2015,Chemical / Electrical,4
05/08/2015,Fire,183
05/08/2015,Medical,615
05/08/2015,Misc Emergency,65
05/08/2015,Rescue,6
05/08/2015,Various Other,9
05/08/2016,Aid Other Agency,12
05/08/2016,Chemical / Electrical,7
05/08/2016,Fire,149
05/08/2016,Medical,514
05/08/2016,Misc Emergency,30
05/08/2016,Rescue,1
05/08/2016,Various Other,10
05/08/2017,Aid Other Agency,9
05/08/2017,Chemical / Electrical,8
05/08/2017,Fire,211
05/08/2017,Medical,592
05/08/2017,Misc Emergency,16
05/08/2017,Rescue,15
05/08/2017,Various Other,19
05/08/2018,Aid Other Agency,16
05/08/2018,Chemical / Electrical,11
05/08/2018,Fire,163
05/08/2018,Medical,669
05/08/2018,Misc Emergency,37
05/08/2018,Rescue,7
05/08/2018,Various Other,4
05/08/2019,Aid Other Agency,10
05/08/2019,Chemical / Electrical,17
05/08/2019,Fire,187
05/08/2019,Medical,540
05/08/2019,Misc Emergency,24
05/08/2019,Rescue,3
05/08/2019,Various Other,11
05/09/2010,Aid Other Agency,4
05/09/2010,Chemical / Electrical,4
05/09/2010,Fire,139
05/09/2010,Medical,503
05/09/2010,Misc Emergency,31
05/09/2010,Rescue,5
05/09/2010,Various Other,8
05/09/2011,Aid Other Agency,8
05/09/2011,Chemical / Electrical,11
05/09/2011,Fire,122
05/09/2011,Medical,490
05/09/2011,Misc Emergency,13
05/09/2011,Rescue,17
05/09/2011,Various Other,8
05/09/2012,Aid Other Agency,6
05/09/2012,Chemical / Electrical,12
05/09/2012,Fire,149
05/09/2012,Medical,490
05/09/2012,Misc Emergency,29
05/09/2012,Various Other,4
05/09/2013,Aid Other Agency,6
05/09/2013,Chemical / Electrical,5
05/09/2013,Fire,132
05/09/2013,Medical,443
05/09/2013,Misc Emergency,31
05/09/2013,Rescue,26
05/09/2013,Various Other,22
05/09/2014,Aid Other Agency,22
05/09/2014,Chemical / Electrical,8
05/09/2014,Fire,157
05/09/2014,Medical,431
05/09/2014,Misc Emergency,41
05/09/2014,Rescue,26
05/09/2014,Various Other,28
05/09/2015,Aid Other Agency,11
05/09/2015,Chemical / Electrical,4
05/09/2015,Fire,160
05/09/2015,Medical,594
05/09/2015,Misc Emergency,29
05/09/2015,Rescue,2
05/09/2015,Various Other,6
05/09/2016,Aid Other Agency,4
05/09/2016,Chemical / Electrical,11
05/09/2016,Fire,126
05/09/2016,Medical,509
05/09/2016,Misc Emergency,53
05/09/2016,Various Other,3
05/09/2017,Aid Other Agency,14
05/09/2017,Chemical / Electrical,3
05/09/2017,Fire,170
05/09/2017,Medical,599
05/09/2017,Misc Emergency,31
05/09/2017,Rescue,13
05/09/2017,Various Other,16
05/09/2018,Aid Other Agency,4
05/09/2018,Chemical / Electrical,3
05/09/2018,Fire,154
05/09/2018,Medical,507
05/09/2018,Misc Emergency,18
05/09/2018,Rescue,2
05/09/2018,Various Other,16
05/09/2019,Aid Other Agency,9
05/09/2019,Chemical / Electrical,9
05/09/2019,Fire,139
05/09/2019,Medical,632
05/09/2019,Misc Emergency,25
05/09/2019,Rescue,3
05/09/2019,Various Other,8
05/10/2010,Aid Other Agency,8
05/10/2010,Chemical / Electrical,18
05/10/2010,Fire,207
05/10/2010,Medical,499
05/10/2010,Misc Emergency,32
05/10/2010,Rescue,2
05/10/2010,Various Other,9
05/10/2011,Aid Other Agency,9
05/10/2011,Chemical / Electrical,7
05/10/2011,Fire,156
05/10/2011,Medical,456
05/10/2011,Misc Emergency,44
05/10/2011,Rescue,19
05/10/2011,Various Other,15
05/10/2012,Aid Other Agency,9
05/10/2012,Chemical / Electrical,5
05/10/2012,Fire,228
05/10/2012,Medical,470
05/10/2012,Misc Emergency,31
05/10/2012,Rescue,12
05/10/2012,Various Other,11
05/10/2013,Aid Other Agency,4
05/10/2013,Chemical / Electrical,11
05/10/2013,Fire,150
05/10/2013,Medical,449
05/10/2013,Misc Emergency,36
05/10/2013,Rescue,4
05/10/2013,Various Other,16
05/10/2014,Aid Other Agency,11
05/10/2014,Chemical / Electrical,8
05/10/2014,Fire,155
05/10/2014,Medical,468
05/10/2014,Misc Emergency,43
05/10/2014,Rescue,10
05/10/2014,Various Other,11
05/10/2015,Aid Other Agency,4
05/10/2015,Chemical / Electrical,14
05/10/2015,Fire,146
05/10/2015,Medical,509
05/10/2015,Misc Emergency,19
05/10/2015,Rescue,4
05/10/2015,Various Other,16
05/10/2016,Aid Other Agency,6
05/10/2016,Chemical / Electrical,2
05/10/2016,Fire,141
05/10/2016,Medical,559
05/10/2016,Misc Emergency,26
05/10/2016,Rescue,17
05/10/2016,Various Other,18
05/10/2017,Aid Other Agency,11
05/10/2017,Chemical / Electrical,11
05/10/2017,Fire,153
05/10/2017,Medical,590
05/10/2017,Misc Emergency,24
05/10/2017,Rescue,4
05/10/2017,Various Other,16
05/10/2018,Aid Other Agency,16
05/10/2018,Chemical / Electrical,8
05/10/2018,Fire,186
05/10/2018,Medical,621
05/10/2018,Misc Emergency,38
05/10/2018,Rescue,2
05/10/2018,Various Other,3
05/10/2019,Aid Other Agency,12
05/10/2019,Chemical / Electrical,17
05/10/2019,Fire,156
05/10/2019,Medical,662
05/10/2019,Misc Emergency,45
05/10/2019,Rescue,3
05/10/2019,Various Other,15
05/11/2010,Aid Other Agency,7
05/11/2010,Chemical / Electrical,13
05/11/2010,Fire,187
05/11/2010,Medical,441
05/11/2010,Misc Emergency,36
05/11/2010,Rescue,10
05/11/2010,Various Other,14
05/11/2011,Aid Other Agency,5
05/11/2011,Chemical / Electrical,4
05/11/2011,Fire,197
05/11/2011,Medical,471
05/11/2011,Misc Emergency,45
05/11/2011,Various Other,9
05/11/2012,Aid Other Agency,14
05/11/2012,Chemical / Electrical,5
05/11/2012,Fire,233
05/11/2012,Medical,496
05/11/2012,Misc Emergency,48
05/11/2012,Rescue,29
05/11/2012,Various Other,13
05/11/2013,Aid Other Agency,11
05/11/2013,Chemical / Electrical,3
05/11/2013,Fire,158
05/11/2013,Medical,580
05/11/2013,Misc Emergency,37
05/11/2013,Various Other,18
05/11/2014,Aid Other Agency,5
05/11/2014,Chemical / Electrical,2
05/11/2014,Fire,170
05/11/2014,Medical,504
05/11/2014,Misc Emergency,35
05/11/2014,Rescue,2
05/11/2014,Various Other,25
05/11/2015,Aid Other Agency,8
05/11/2015,Chemical / Electrical,12
05/11/2015,Fire,178
05/11/2015,Medical,508
05/11/2015,Misc Emergency,46
05/11/2015,Rescue,10
05/11/2015,Various Other,7
05/11/2016,Aid Other Agency,11
05/11/2016,Chemical / Electrical,10
05/11/2016,Fire,118
05/11/2016,Medical,467
05/11/2016,Misc Emergency,22
05/11/2016,Rescue,4
05/11/2016,Various Other,7
05/11/2017,Aid Other Agency,15
05/11/2017,Chemical / Electrical,12
05/11/2017,Fire,139
05/11/2017,Medical,566
05/11/2017,Misc Emergency,24
05/11/2017,Rescue,53
05/11/2017,Various Other,13
05/11/2018,Aid Other Agency,8
05/11/2018,Chemical / Electrical,18
05/11/2018,Fire,167
05/11/2018,Medical,670
05/11/2018,Misc Emergency,41
05/11/2018,Rescue,2
05/11/2018,Various Other,7
05/11/2019,Aid Other Agency,14
05/11/2019,Chemical / Electrical,13
05/11/2019,Fire,186
05/11/2019,Medical,619
05/11/2019,Misc Emergency,35
05/11/2019,Rescue,14
05/11/2019,Various Other,8
05/12/2010,Aid Other Agency,12
05/12/2010,Chemical / Electrical,14
05/12/2010,Fire,99
05/12/2010,Medical,493
05/12/2010,Misc Emergency,28
05/12/2010,Rescue,3
05/12/2010,Various Other,3
05/12/2011,Aid Other Agency,10
05/12/2011,Chemical / Electrical,4
05/12/2011,Fire,101
05/12/2011,Medical,328
05/12/2011,Misc Emergency,34
05/12/2011,Rescue,2
05/12/2011,Various Other,6
05/12/2012,Aid Other Agency,12
05/12/2012,Chemical / Electrical,6
05/12/2012,Fire,204
05/12/2012,Medical,467
05/12/2012,Misc Emergency,38
05/12/2012,Rescue,17
05/12/2012,Various Other,5
05/12/2013,Aid Other Agency,3
05/12/2013,Chemical / Electrical,2
05/12/2013,Fire,141
05/12/2013,Medical,389
05/12/2013,Misc Emergency,36
05/12/2013,Rescue,34
05/12/2013,Various Other,8
05/12/2014,Aid Other Agency,7
05/12/2014,Chemical / Electrical,9
05/12/2014,Fire,193
05/12/2014,Medical,504
05/12/2014,Misc Emergency,26
05/12/2014,Various Other,24
05/12/2015,Aid Other Agency,12
05/12/2015,Chemical / Electrical,14
05/12/2015,Fire,180
05/12/2015,Medical,506
05/12/2015,Misc Emergency,45
05/12/2015,Rescue,1
05/12/2015,Various Other,11
05/12/2016,Aid Other Agency,4
05/12/2016,Chemical / Electrical,4
05/12/2016,Fire,161
05/12/2016,Medical,563
05/12/2016,Misc Emergency,56
05/12/2016,Rescue,4
05/12/2016,Various Other,7
05/12/2017,Aid Other Agency,12
05/12/2017,Chemical / Electrical,18
05/12/2017,Fire,179
05/12/2017,Medical,586
05/12/2017,Misc Emergency,60
05/12/2017,Rescue,18
05/12/2017,Various Other,17
05/12/2018,Aid Other Agency,10
05/12/2018,Chemical / Electrical,24
05/12/2018,Fire,109
05/12/2018,Medical,622
05/12/2018,Misc Emergency,47
05/12/2018,Rescue,15
05/12/2018,Various Other,7
05/12/2019,Aid Other Agency,4
05/12/2019,Chemical / Electrical,1
05/12/2019,Fire,172
05/12/2019,Medical,506
05/12/2019,Misc Emergency,56
05/12/2019,Rescue,3
05/12/2019,Various Other,12
05/13/2010,Aid Other Agency,9
05/13/2010,Chemical / Electrical,14
05/13/2010,Fire,125
05/13/2010,Medical,531
05/13/2010,Misc Emergency,37
05/13/2010,Rescue,1
05/13/2010,Various Other,11
05/13/2011,Aid Other Agency,6
05/13/2011,Chemical / Electrical,5
05/13/2011,Fire,233
05/13/2011,Medical,469
05/13/2011,Misc Emergency,22
05/13/2011,Rescue,3
05/13/2011,Various Other,10
05/13/2012,Aid Other Agency,8
05/13/2012,Chemical / Electrical,16
05/13/2012,Fire,226
05/13/2012,Medical,414
05/13/2012,Misc Emergency,20
05/13/2012,Rescue,10
05/13/2012,Various Other,10
05/13/2013,Aid Other Agency,6
05/13/2013,Chemical / Electrical,17
05/13/2013,Fire,176
05/13/2013,Medical,510
05/13/2013,Misc Emergency,21
05/13/2013,Rescue,15
05/13/2013,Various Other,8
05/13/2014,Aid Other Agency,12
05/13/2014,Chemical / Electrical,11
05/13/2014,Fire,175
05/13/2014,Medical,537
05/13/2014,Misc Emergency,48
05/13/2014,Rescue,2
05/13/2014,Various Other,7
05/13/2015,Aid Other Agency,9
05/13/2015,Chemical / Electrical,12
05/13/2015,Fire,153
05/13/2015,Medical,568
05/13/2015,Misc Emergency,43
05/13/2015,Rescue,27
05/13/2015,Various Other,2
05/13/2016,Aid Other Agency,10
05/13/2016,Chemical / Electrical,8
05/13/2016,Fire,212
05/13/2016,Medical,600
05/13/2016,Misc Emergency,64
05/13/2016,Rescue,6
05/13/2016,Various Other,10
05/13/2017,Aid Other Agency,6
05/13/2017,Chemical / Electrical,11
05/13/2017,Fire,171
05/13/2017,Medical,540
05/13/2017,Misc Emergency,40
05/13/2017,Rescue,33
05/13/2017,Various Other,9
05/13/2018,Aid Other Agency,5
05/13/2018,Chemical / Electrical,5
05/13/2018,Fire,80
05/13/2018,Medical,575
05/13/2018,Misc Emergency,25
05/13/2018,Rescue,2
05/13/2018,Various Other,9
05/13/2019,Aid Other Agency,10
05/13/2019,Chemical / Electrical,7
05/13/2019,Fire,183
05/13/2019,Medical,560
05/13/2019,Misc Emergency,68
05/13/2019,Various Other,9
05/14/2010,Aid Other Agency,11
05/14/2010,Chemical / Electrical,4
05/14/2010,Fire,114
05/14/2010,Medical,424
05/14/2010,Misc Emergency,40
05/14/2010,Various Other,19
05/14/2011,Aid Other Agency,7
05/14/2011,Chemical / Electrical,12
05/14/2011,Fire,186
05/14/2011,Medical,420
05/14/2011,Misc Emergency,22
05/14/2011,Rescue,3
05/14/2011,Various Other,11
05/14/2012,Aid Other Agency,6
05/14/2012,Chemical / Electrical,6
05/14/2012,Fire,153
05/14/2012,Medical,494
05/14/2012,Misc Emergency,25
05/14/2012,Rescue,15
05/14/2012,Various Other,9
05/14/2013,Aid Other Agency,6
05/14/2013,Chemical / Electrical,9
05/14/2013,Fire,187
05/14/2013,Medical,514
05/14/2013,Misc Emergency,37
05/14/2013,Various Other,6
05/14/2014,Aid Other Agency,19
05/14/2014,Chemical / Electrical,5
05/14/2014,Fire,289
05/14/2014,Medical,590
05/14/2014,Misc Emergency,83
05/14/2014,Rescue,29
05/14/2014,Various Other,8
05/14/2015,Aid Other Agency,7
05/14/2015,Chemical / Electrical,9
05/14/2015,Fire,135
05/14/2015,Medical,601
05/14/2015,Misc Emergency,30
05/14/2015,Rescue,3
05/14/2015,Various Other,8
05/14/2016,Aid Other Agency,8
05/14/2016,Chemical / Electrical,4
05/14/2016,Fire,86
05/14/2016,Medical,593
05/14/2016,Misc Emergency,49
05/14/2016,Rescue,1
05/14/2016,Various Other,10
05/14/2017,Aid Other Agency,7
05/14/2017,Chemical / Electrical,5
05/14/2017,Fire,206
05/14/2017,Medical,525
05/14/2017,Misc Emergency,34
05/14/2017,Rescue,13
05/14/2017,Various Other,12
05/14/2018,Aid Other Agency,11
05/14/2018,Chemical / Electrical,12
05/14/2018,Fire,135
05/14/2018,Medical,638
05/14/2018,Misc Emergency,40
05/14/2018,Rescue,3
05/14/2018,Various Other,5
05/14/2019,Aid Other Agency,10
05/14/2019,Chemical / Electrical,6
05/14/2019,Fire,121
05/14/2019,Medical,589
05/14/2019,Misc Emergency,36
05/14/2019,Rescue,3
05/14/2019,Various Other,6
05/15/2010,Aid Other Agency,9
05/15/2010,Chemical / Electrical,10
05/15/2010,Fire,154
05/15/2010,Medical,471
05/15/2010,Misc Emergency,36
05/15/2010,Rescue,3
05/15/2010,Various Other,18
05/15/2011,Aid Other Agency,11
05/15/2011,Chemical / Electrical,7
05/15/2011,Fire,135
05/15/2011,Medical,568
05/15/2011,Misc Emergency,53
05/15/2011,Rescue,3
05/15/2011,Various Other,9
05/15/2012,Aid Other Agency,1
05/15/2012,Chemical / Electrical,4
05/15/2012,Fire,211
05/15/2012,Medical,406
